setting,dataset,model_count,method,wtp,quality,mean_cost
gsm8k_5,gsm8k,5,KNN (official),0.005,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),0.01,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),0.1,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),0.5,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),1.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),1.5,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),2.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),10.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),50.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),100.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),500.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),1000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),2000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),3000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),4000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),5000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),7500.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),10000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),25000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),50000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),75000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),100000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),1000000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,KNN (official),1000000000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),1e-10,0.507064142413111,0.0001585641141565414
gsm8k_5,gsm8k,5,MLP (official),1e-09,0.507064142413111,0.0001585641141565414
gsm8k_5,gsm8k,5,MLP (official),1e-08,0.507064142413111,0.0001585641141565414
gsm8k_5,gsm8k,5,MLP (official),1e-07,0.507064142413111,0.0001585641141565414
gsm8k_5,gsm8k,5,MLP (official),1e-06,0.507064142413111,0.0001585641141565414
gsm8k_5,gsm8k,5,MLP (official),1e-05,0.6049378355467646,0.0005265016953941792
gsm8k_5,gsm8k,5,MLP (official),0.0001,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),0.001,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),0.005,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),0.01,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),0.1,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),0.5,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),1.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),1.5,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),2.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),10.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),50.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),100.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),500.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),1000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),2000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),3000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),4000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),5000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),7500.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),10000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),25000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),50000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),75000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),100000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),1000000.0,0.6621573890929641,0.006042675332014693
gsm8k_5,gsm8k,5,MLP (official),1000000000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),1e-10,0.41180418197230856,9.316233399265329e-05
gsm8k_11,gsm8k,11,KNN (official),1e-09,0.41180418197230856,9.316233399265329e-05
gsm8k_11,gsm8k,11,KNN (official),1e-08,0.41180418197230856,9.316233399265329e-05
gsm8k_11,gsm8k,11,KNN (official),1e-07,0.41180418197230856,9.316233399265329e-05
gsm8k_11,gsm8k,11,KNN (official),1e-06,0.507064142413111,0.0001585641141565414
gsm8k_11,gsm8k,11,KNN (official),1e-05,0.6274724498445888,0.0005828011302627861
gsm8k_11,gsm8k,11,KNN (official),0.0001,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),0.001,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),0.005,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),0.01,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),0.1,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),0.5,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),1.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),1.5,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),2.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),10.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),50.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),100.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),500.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),1000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),2000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),3000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),4000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),5000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),7500.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),10000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),25000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),50000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),75000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),100000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),1000000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,KNN (official),1000000000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),1e-10,0.41180418197230856,9.316233399265329e-05
gsm8k_11,gsm8k,11,MLP (official),1e-09,0.41180418197230856,9.316233399265329e-05
gsm8k_11,gsm8k,11,MLP (official),1e-08,0.41180418197230856,9.316233399265329e-05
gsm8k_11,gsm8k,11,MLP (official),1e-07,0.41180418197230856,9.316233399265329e-05
gsm8k_11,gsm8k,11,MLP (official),1e-06,0.507064142413111,0.0001585641141565414
gsm8k_11,gsm8k,11,MLP (official),1e-05,0.6274724498445888,0.0005828011302627861
gsm8k_11,gsm8k,11,MLP (official),0.0001,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),0.001,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),0.005,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),0.01,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),0.1,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),0.5,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),1.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),1.5,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),2.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),10.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),50.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),100.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),500.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),1000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),2000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),3000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),4000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),5000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),7500.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),10000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),25000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),50000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),75000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),100000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),1000000.0,0.6621573890929641,0.006042675332014693
gsm8k_11,gsm8k,11,MLP (official),1000000000.0,0.6621573890929641,0.006042675332014693
mbpp_3,mbpp,3,KNN (official),1e-10,0.541871921182266,0.0001755738916256158
mbpp_3,mbpp,3,KNN (official),1e-09,0.541871921182266,0.0001755738916256158
mbpp_3,mbpp,3,KNN (official),1e-08,0.541871921182266,0.0001755738916256158
mbpp_3,mbpp,3,KNN (official),1e-07,0.541871921182266,0.0001755738916256158
mbpp_3,mbpp,3,KNN (official),1e-06,0.541871921182266,0.0001755738916256158
mbpp_3,mbpp,3,KNN (official),1e-05,0.6551724137931034,0.00033625615763546794
mbpp_3,mbpp,3,KNN (official),0.0001,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),0.001,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),0.005,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),0.01,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),0.1,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),0.5,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),1.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),1.5,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),2.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),10.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),50.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),100.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),500.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),1000.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),2000.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),3000.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),4000.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),5000.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),7500.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),10000.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),25000.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),50000.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),75000.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),100000.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),1000000.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,KNN (official),1000000000.0,0.687192118226601,0.009432536945812808
mbpp_3,mbpp,3,MLP (official),1e-10,0.541871921182266,0.0001755738916256158
mbpp_3,mbpp,3,MLP (official),1e-09,0.541871921182266,0.0001755738916256158
mbpp_3,mbpp,3,MLP (official),1e-08,0.541871921182266,0.0001755738916256158
mbpp_3,mbpp,3,MLP (official),1e-07,0.541871921182266,0.0001755738916256158
mbpp_3,mbpp,3,MLP (official),1e-06,0.5985221674876847,0.00025719310344827584
mbpp_3,mbpp,3,MLP (official),1e-05,0.6280788177339901,0.0006300201970443349
mbpp_3,mbpp,3,MLP (official),0.0001,0.6502463054187192,0.005083967980295566
mbpp_3,mbpp,3,MLP (official),0.001,0.6527093596059114,0.0057609625615763545
mbpp_3,mbpp,3,MLP (official),0.005,0.6551724137931034,0.005828768472906404
mbpp_3,mbpp,3,MLP (official),0.01,0.6551724137931034,0.005828768472906404
mbpp_3,mbpp,3,MLP (official),0.1,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),0.5,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),1.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),1.5,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),2.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),10.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),50.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),100.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),500.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),1000.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),2000.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),3000.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),4000.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),5000.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),7500.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),10000.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),25000.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),50000.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),75000.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),100000.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),1000000.0,0.6551724137931034,0.005848379310344828
mbpp_3,mbpp,3,MLP (official),1000000000.0,0.6551724137931034,0.005848379310344828
mbpp_5,mbpp,5,KNN (official),1e-10,0.3694581280788177,8.09911330049261e-05
mbpp_5,mbpp,5,KNN (official),1e-09,0.3694581280788177,8.09911330049261e-05
mbpp_5,mbpp,5,KNN (official),1e-08,0.3694581280788177,8.09911330049261e-05
mbpp_5,mbpp,5,KNN (official),1e-07,0.3694581280788177,8.09911330049261e-05
mbpp_5,mbpp,5,KNN (official),1e-06,0.541871921182266,0.0001755738916256158
mbpp_5,mbpp,5,KNN (official),1e-05,0.6551724137931034,0.00033625615763546794
mbpp_5,mbpp,5,KNN (official),0.0001,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),0.001,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),0.005,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),0.01,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),0.1,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),0.5,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),1.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),1.5,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),2.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),10.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),50.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),100.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),500.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),1000.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),2000.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),3000.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),4000.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),5000.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),7500.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),10000.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),25000.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),50000.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),75000.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),100000.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),1000000.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,KNN (official),1000000000.0,0.687192118226601,0.009432536945812808
mbpp_5,mbpp,5,MLP (official),1e-10,0.3694581280788177,8.09911330049261e-05
mbpp_5,mbpp,5,MLP (official),1e-09,0.3694581280788177,8.09911330049261e-05
mbpp_5,mbpp,5,MLP (official),1e-08,0.3694581280788177,8.09911330049261e-05
mbpp_5,mbpp,5,MLP (official),1e-07,0.37438423645320196,8.574975369458127e-05
mbpp_5,mbpp,5,MLP (official),1e-06,0.5098522167487685,0.00018789285714285712
mbpp_5,mbpp,5,MLP (official),1e-05,0.5911330049261084,0.0005803179802955665
mbpp_5,mbpp,5,MLP (official),0.0001,0.6403940886699507,0.005139028078817734
mbpp_5,mbpp,5,MLP (official),0.001,0.6403940886699507,0.00569159039408867
mbpp_5,mbpp,5,MLP (official),0.005,0.6428571428571429,0.005759396305418719
mbpp_5,mbpp,5,MLP (official),0.01,0.6428571428571429,0.005759396305418719
mbpp_5,mbpp,5,MLP (official),0.1,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),0.5,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),1.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),1.5,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),2.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),10.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),50.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),100.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),500.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),1000.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),2000.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),3000.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),4000.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),5000.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),7500.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),10000.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),25000.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),50000.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),75000.0,0.6428571428571429,0.005779007142857143
